From	To	Species	Gene Name
IBPA	882640	Pseudomonas aeruginosa PAO1	heat-shock protein IbpA(ibpA)
IBPA	7151745	Escherichia coli IAI39	heat shock protein IbpA(ibpA)
IBPA	1255336	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	heat shock protein IbpA(ibpA)
IBPB	1255335	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	heat shock protein IbpB(ibpB)
IBPB	1176914	Yersinia pestis CO92	heat shock chaperone IbpB(ibpB)
IBPB	1026113	Shigella flexneri 2a str. 301	heat shock chaperone IbpB(ibpB)
IBPB	7159255	Escherichia coli UMN026	heat shock chaperone IbpB(ibpB)
IBPB	9122527	Enterobacter cloacae subsp. cloacae ATCC 13047	heat shock chaperone(ibpB)
IBPB	7154183	Escherichia coli IAI39	heat shock chaperone IbpB(ibpB)
IBPB	948192	Escherichia coli str. K-12 substr. MG1655	heat shock chaperone(ibpB)
IBPB	3799189	Shigella dysenteriae Sd197	heat shock chaperone IbpB(ibpB)
HSLU	13700110	Escherichia coli O104:H4 str. 2011C-3493	ATP-dependent protease ATP-binding subunit HslU(hslU)
HSLU	15341315	Mannheimia haemolytica M42548	ATP-dependent protease ATPase subunit HslU(hslU)
HSLU	14669795	Morganella morganii subsp. morganii KT	ATPase component of the HslUV protease, also functions as molecular chaperone(hslU)
HSLU	1043680	Pseudomonas putida KT2440	protease HslVU ATPase subunit(hslU)
HSLU	25044412	Pseudomonas stutzeri A1501	ATP-dependent protease ATPase subunit HslU(hslU)
HSLU	915031	Escherichia coli O157:H7 str. Sakai	ATP-dependent protease ATP-binding protein HslU(hslU)
HSLU	898758	Helicobacter pylori 26695	ATP-dependent protease ATP-binding subunit HslU(hslU)
HSLU	2794885	Desulfovibrio vulgaris str. Hildenborough	ATP-dependent protease ATP-binding subunit HslU(hslU)
HSLU	1200540	Enterococcus faecalis V583	ATP-dependent protease ATP-binding protein HslU(hslU)
HSLU	23431583	Bordetella holmesii ATCC 51541	ATP-dependent protease(hslU)
HSLU	9731576	Dickeya dadantii 3937	ATP-dependent protease(hslU)
HSLU	23235292	Pseudoalteromonas undina DSM 6065	ATP-dependent protease(hslU)
HSLU	3192080	Francisella tularensis subsp. tularensis SCHU S4	ATP-dependent protease ATP-binding subunit HslU(hslU)
HSLU	12375185	Ketogulonicigenium vulgare WSH-001	ATP-dependent protease ATP-binding subunit(hslU)
HSLU	1206172	Bacillus cereus ATCC 14579	ATP-dependent protease ATP-binding subunit HslU(hslU)
HSLU	10791688	Enterobacter aerogenes KCTC 2190	ATP-dependent protease ATP-binding subunit HslU(hslU)
HSLU	2884053	Pectobacterium atrosepticum SCRI1043	ATP-dependent protease ATPase subunit HslU(hslU)
HSLU	1000061	Xanthomonas campestris pv. campestris str. ATCC 33913	ATP-dependent protease ATP-binding subunit HslU(hslU)
HSLU	3710539	Pseudoalteromonas haloplanktis TAC125	ATP-dependent protease ATPase subunit HslU(hslU)
HSLU	1006553	Chlorobium tepidum TLS	ATP-dependent protease ATP-binding subunit HslU(hslU)
HSLU	1049356	Bradyrhizobium diazoefficiens USDA 110	ATP-dependent protease ATP-binding subunit HslU(hslU)
HSLU	24265178	Halomonas boliviensis LC1	ATP-dependent protease(hslU)
HSLU	23244792	Dickeya solani IPO 2222	ATP-dependent protease ATPase subunit HslU(hslU)
HSLU	27810600	Paraburkholderia grimmiae	ATP-dependent protease ATP-binding subunit HslU(hslU)
HSLU	1086805	Bacillus anthracis str. Ames	ATP-dependent protease ATP-binding subunit HslU(hslU)
HSLU	25064507	Vibrio nigripulchritudo Wn13	ATP-dependent hsl protease ATP-binding subunit hslU(hslU)
HSLU	4419746	Lactobacillus paracasei ATCC 334	ATP-dependent protease ATP-binding subunit HslU(hslU)
HSLU	883382	Rickettsia prowazekii str. Madrid E	ATP-dependent protease ATP-binding subunit HslU(hslU)
HSLU	5555088	Vibrio campbellii ATCC BAA-1116	ATP-dependent protease ATPase subunit HslU(hslU)
HSLU	5649450	Leishmania major strain Friedlin	putative ATP-dependent hsl protease ATP-binding subunit hslU(HSLU)
HSLU	1255618	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	ATP-dependent protease ATPase subunit HslU(hslU)
HSLU	1056785	Staphylococcus epidermidis ATCC 12228	ATP-dependent protease ATP-binding subunit HslU(hslU)
HSLU	4715195	Yersinia enterocolitica subsp. enterocolitica 8081	ATP-dependent protease ATP-binding subunit HslU(hslU)
HSLU	1172953	Yersinia pestis CO92	ATP-dependent protease ATP-binding subunit HslU(hslU)
HSLU	2856116	[Bacillus thuringiensis] serovar konkukian str. 97-27	ATP-dependent protease ATP-binding subunit HslU(hslU)
HSLU	6942622	Thermodesulfovibrio yellowstonii DSM 11347	heat shock protein HslVU ATPase subunit HslU(hslU)
HSLU	3481027	Pseudomonas protegens Pf-5	ATP-dependent protease ATPase subunit HslU(hslU)
HSLU	24150835	Cupriavidus metallidurans CH34	ATP-dependent protease ATP-binding subunit HslU(hslU)
HSLU	3920254	Staphylococcus aureus subsp. aureus NCTC 8325	ATP-dependent protease ATP-binding subunit HslU(hslU)
HSLU	25058702	Haemophilus parainfluenzae T3T1	ATP-dependent protease(hslU)
HSLU	13888211	Bordetella parapertussis Bpp5	ATP-dependent Hsl protease ATP-binding subunit(hslU)
HSLU	23054791	Vibrio cyclitrophicus FF75	ATP-dependent protease(hslU)
HSLU	12999827	Enterococcus faecium DO	HslUV peptidase subunit HslU(hslU)
HSLU	948430	Escherichia coli str. K-12 substr. MG1655	molecular chaperone and ATPase component of HslUV protease(hslU)
HSLU	1231683	Sinorhizobium meliloti 1021	ATP-dependent protease ATP-binding subunit HslU(hslU)
HSLU	2740105	Treponema denticola ATCC 35405	ATP-dependent protease ATP-binding subunit HslU(hslU)
HSLU	12876193	Escherichia coli O83:H1 str. NRG 857C	ATP-dependent protease ATP-binding subunit HslU(hslU)
HSLU	985103	Listeria monocytogenes EGD-e	ATP-dependent protease ATP-binding subunit HslU(hslU)
HSLU	7792674	Sinorhizobium fredii NGR234	ATP-dependent protease ATP-binding subunit HslU(hslU)
HSLU	10774311	Vibrio anguillarum 775	ATP-dependent protease(hslU)
HSLU	10559003	Alteromonas mediterranea DE	ATP-dependent protease ATPase subunit HslU(hslU)
HSLU	1192716	Aquifex aeolicus VF5	ATP-dependent protease ATP-binding subunit HslU(hslU)
HSLU	23786552	Photobacterium leiognathi subsp. mandapamensis svers.1.1.	ATP-dependent protease(hslU)
HSLU	7960809	Edwardsiella ictaluri 93-146	ATP-dependent protease ATPase subunit HslU(hslU)
HSLU	1187716	Vibrio parahaemolyticus RIMD 2210633	ATP-dependent protease ATP-binding subunit HslU(hslU)
HSLU	24945296	Chromobacterium violaceum ATCC 12472	ATP-dependent protease ATPase subunit HslU(hslU)
HSLU	3089363	Burkholderia mallei ATCC 23344	ATP-dependent protease ATP-binding subunit HslU(hslU)
HSLU	24908237	Enterobacter lignolyticus SCF1	ATP-dependent protease(hslU)
HSLU	1025162	Shigella flexneri 2a str. 301	ATP-dependent protease ATP-binding subunit HslU(hslU)
HSLU	4488132	Aeromonas hydrophila subsp. hydrophila ATCC 7966	ATP-dependent protease ATP-binding subunit HslU(hslU)
HSLU	936301	Bacillus subtilis subsp. subtilis str. 168	ATP-dependent protease ATPase subunit ClpY(hslU)
HSLU	2666368	Bordetella pertussis Tohama I	ATP-dependent protease ATPase subunit HslU(hslU)
HSLU	1218844	Ralstonia solanacearum GMI1000	ATP-dependent protease ATPase subunit HslU(hslU)
HSLU	23390405	Serratia marcescens subsp. marcescens Db11	ATP-dependent protease ATP-binding subunit HslU(hslU)
HSLU	10563456	Gallibacterium anatis UMN179	ATP-dependent protease(hslU)
HSLU	3832650	Moorella thermoacetica ATCC 39073	ATP-dependent protease ATP-binding subunit HslU(hslU)
HSLU	5324145	Sinorhizobium medicae WSM419	ATP-dependent protease ATP-binding subunit HslU(hslU)
HSLU	7162386	Vibrio tasmaniensis LGP32	ATP-dependent protease ATPase subunit HslU(hslU)
HSLU	3168955	Thermus thermophilus HB8	ATP-dependent protease ATP-binding subunit HslU(hslU)
HSLU	5548352	Cronobacter sakazakii ATCC BAA-894	ATP-dependent protease ATPase subunit HslU(hslU)
HSLU	25228983	Yersinia ruckeri ATCC 29473	ATP-dependent protease ATP-binding subunit HslU(hslU)
HSLU	9127511	Enterobacter cloacae subsp. cloacae ATCC 13047	ATP-dependent HslUV protease ATP-binding subunit HslU(hslU)
HSLU	24903710	Xenorhabdus nematophila ATCC 19061	ATP-dependent protease(hslU)
HSLU	6288364	Ralstonia pickettii 12J	ATP-dependent protease ATPase subunit HslU(hslU)
HSLU	3092996	Burkholderia pseudomallei K96243	ATP-dependent protease ATP-binding subunit HslU(hslU)
HSLU	19832206	Legionella pneumophila subsp. pneumophila str. Philadelphia 1	ATP-dependent protease ATP-binding subunit HslU(hslU)
HSLU	1245095	Pasteurella multocida subsp. multocida str. Pm70	ATP-dependent protease ATPase subunit HslU(hslU)
HSLU	24117464	Delftia acidovorans SPH-1	ATP-dependent protease(hslU)
HSLU	13980292	Bordetella bronchiseptica 253	ATP-dependent Hsl protease ATP-binding subunit(hslU)
HSLU	24447233	Pseudomonas fragi B25	ATP-dependent protease(hslU)
HSLU	24944746	Haemophilus ducreyi 35000HP	ATP-dependent protease ATPase subunit HslU(hslU)
HSLU	7819212	Pseudomonas fluorescens SBW25	ATP-dependent protease ATPase subunit HslU(hslU)
HSLU	1109918	Buchnera aphidicola str. APS (Acyrthosiphon pisum)	ATP-dependent protease ATP-binding subunit HslU(hslU)
HSLU	950614	Haemophilus influenzae Rd KW20	ATP-dependent protease ATP-binding subunit HslU(hslU)
HSLU	904984	Campylobacter jejuni subsp. jejuni NCTC 11168 = ATCC 700819	ATP-dependent protease ATP-binding subunit HslU(hslU)
HSLU	3279369	Vibrio fischeri ES114	ATP-dependent protease ATP-binding subunit HslU(hslU)
HSLU	3851755	Salinibacter ruber DSM 13855	ATP-dependent protease ATP-binding subunit HslU(hslU)
HSLU	8833918	Xenorhabdus bovienii SS-2004	ATP-dependent protease(hslU)
HSLU	25689975	Vibrio orientalis CIP 102891 = ATCC 33934	ATP-dependent protease(hslU)
HSLU	897573	Thermotoga maritima MSB8	ATP-dependent protease ATP-binding subunit HslU(hslU)
HSLU	7151684	Escherichia coli IAI39	ATP-dependent protease ATP-binding subunit HslU(hslU)
HSLU	11770797	Shewanella baltica OS678	ATP-dependent protease ATPase subunit HslU(hslU)
HSLU	5066885	Leishmania infantum JPCM5	putative heat shock protein HslVU, ATPase subunit HslU(HSLU)
HSLU	881050	Pseudomonas aeruginosa PAO1	ATP-dependent protease ATP-binding subunit HslU(hslU)
HSLU	13147397	Pseudomonas stutzeri CCUG 29243	ATP-dependent protease(hslU)
HSLU	24924853	Herbaspirillum seropedicae SmR1	ATP-dependent protease(hslU)
HSLU	1186826	[Pseudomonas syringae] pv. tomato str. DC3000	heat shock protein HslVU, ATPase subunit HslU(hslU)
HSLU	3977842	Lactobacillus salivarius UCC118	ATP-dependent protease ATP-binding subunit HslU(hslU)
HSLU	3837056	Rhodospirillum rubrum ATCC 11170	ATP-dependent protease ATP-binding subunit HslU(hslU)
HSLU	8913888	Erwinia amylovora CFBP1430	ATP-dependent protease(hslU)
HSLU	3252008	Lactobacillus acidophilus NCFM	ATP-dependent protease ATP-binding subunit HslU(hslU)
HSLU	1151688	Leptospira interrogans serovar Lai str. 56601	ATP-dependent protease ATP-binding subunit HslU(hslU)
HSLU	2850377	Bacillus anthracis str. Sterne	ATP-dependent protease ATP-binding subunit HslU(hslU)
HSLU	2615502	Vibrio cholerae O1 biovar El Tor str. N16961	ATP-dependent protease ATP-binding subunit HslU(hslU)
HSLU	8563125	Comamonas testosteroni CNB-2	ATP-dependent protease ATP-binding subunit HslU(hslU)
HSLU	2625865	Vibrio vulnificus YJ016	HslU--HslV peptidase ATPase subunit(BJE04_RS14520)
HSLU	11828497	Pseudomonas fluorescens F113	ATP-dependent protease(hslU)
HSLU	6801624	Proteus mirabilis HI4320	ATP-dependent protease ATPase subunit HslU(hslU)
HSLU	3799871	Shigella dysenteriae Sd197	ATP-dependent protease ATP-binding subunit HslU(hslU)
HSLU	1132083	Agrobacterium fabrum str. C58	heat shock chaperone(hslU)
HSLU	5108156	Pseudomonas mendocina ymp	ATP-dependent protease ATPase subunit HslU(hslU)
HSLU	25072482	Bordetella hinzii OH87 BAL007II	ATP-dependent protease ATP-binding subunit HslU(hslU)
HSLU	1064050	Lactobacillus plantarum WCFS1	ATP-dependent Hsl protease, ATP-binding subunit HslU(hslU)
HSLU	7278974	Haemophilus parasuis SH0165	ATP-dependent protease ATPase subunit HslU(hslU)
HSLU	23528438	Providencia rettgeri Dmel1	pseudo(hslU)
HSLU	3365870	Pseudomonas syringae pv. syringae B728a	ATP-dependent protease ATP-binding subunit HslU(hslU)
HSLU	1171770	Shewanella oneidensis MR-1	HlsVU protease ATPase component HslU(hslU)
HSLU	24189751	Hafnia alvei FB1	ATP-dependent protease ATP-binding subunit HslU(hslU)
HSLU	7157093	Escherichia coli UMN026	ATP-dependent protease ATP-binding subunit HslU(hslU)
HSLU	943510	Caulobacter crescentus CB15	ATP-dependent protease ATP-binding subunit(hslU)
HSLU	22572592	Leishmania panamensis	ATP-dependent hsl protease ATP-binding subunit hslU, putative(HSLU)
HSLU	1195132	Borrelia burgdorferi B31	ATP-dependent protease ATPase subunit HslU(hslU)
HSLU	23336074	Citrobacter freundii CFNIH1	ATP-dependent protease ATP-binding subunit HslU(hslU)
HSLU	4998811	Aeromonas salmonicida subsp. salmonicida A449	ATP-dependent protease ATPase subunit HslU(hslU)
HSLU	1209925	Coxiella burnetii RSA 493	ATP-dependent protease ATP-binding subunit HslU(hslU)
XERC	2850972	Bacillus anthracis str. Sterne	tyrosine recombinase XerC(xerC)
XERC	904320	Neisseria meningitidis MC58	integrase/recombinase XerC(xerC)
XERC	3092658	Burkholderia pseudomallei K96243	site-specific tyrosine recombinase XerC(xerC)
XERC	887392	Mycobacterium tuberculosis H37Rv	tyrosine recombinase XerC(xerC)
XERC	23528553	Providencia rettgeri Dmel1	site-specific tyrosine recombinase XerC(xerC)
XERC	25057965	Haemophilus parainfluenzae T3T1	tyrosine recombinase XerC(xerC)
XERC	948355	Escherichia coli str. K-12 substr. MG1655	site-specific tyrosine recombinase(xerC)
XERC	24904618	Xenorhabdus nematophila ATCC 19061	tyrosine recombinase XerC(xerC)
XERC	1171911	Shewanella oneidensis MR-1	tyrosine recombinase XerC(xerC)
XERC	3365661	Pseudomonas syringae pv. syringae B728a	site-specific tyrosine recombinase XerC(xerC)
XERC	9735717	Dickeya dadantii 3937	tyrosine recombinase XerC(xerC)
XERC	25228853	Yersinia ruckeri ATCC 29473	site-specific tyrosine recombinase XerC(xerC)
XERC	1054548	Bradyrhizobium diazoefficiens USDA 110	xerC(xerC)
XERC	895001	Chlamydophila pneumoniae CWL029	tyrosine recombinase XerC(xerC)
XERC	24185839	Hafnia alvei FB1	site-specific tyrosine recombinase XerC(xerC)
XERC	1206174	Bacillus cereus ATCC 14579	site-specific tyrosine recombinase XerC(xerC)
XERC	950745	Haemophilus influenzae Rd KW20	site-specific tyrosine recombinase XerC(xerC)
XERC	15341348	Mannheimia haemolytica M42548	tyrosine recombinase XerC(xerC)
XERC	8833775	Xenorhabdus bovienii SS-2004	tyrosine recombinase XerC(xerC)
XERC	1086787	Bacillus anthracis str. Ames	tyrosine recombinase XerC(xerC)
XERC	1181830	[Pseudomonas syringae] pv. tomato str. DC3000	integrase/recombinase XerC(xerC)
XERC	8798040	Streptococcus mitis B6	integrase/ recombinase(xerC)
XERC	3978470	Lactobacillus salivarius UCC118	DNA integration/recombination/inversion protein(xerC)
XERC	8914777	Erwinia amylovora CFBP1430	tyrosine recombinase XerC(xerC)
XERC	883927	Rickettsia prowazekii str. Madrid E	site-specific tyrosine recombinase XerC(xerC)
XERC	11636581	Acinetobacter pittii PHEA-2	site-specific tyrosine recombinase(xerC)
XERC	912638	Escherichia coli O157:H7 str. Sakai	site-specific tyrosine recombinase XerC(xerC)
XERC	2854723	[Bacillus thuringiensis] serovar konkukian str. 97-27	site-specific tyrosine recombinase XerC(xerC)
XERC	5548441	Cronobacter sakazakii ATCC BAA-894	tyrosine recombinase XerC(xerC)
XERC	10791767	Enterobacter aerogenes KCTC 2190	site-specific tyrosine recombinase XerC(xerC)
XERC	9436184	Amycolatopsis mediterranei U32	integrase/recombinase XerC(xerC)
XERC	7959830	Edwardsiella ictaluri 93-146	site-specific tyrosine recombinase XerC(xerC)
XERC	1245048	Pasteurella multocida subsp. multocida str. Pm70	tyrosine recombinase XerC(xerC)
XERC	2666335	Bordetella pertussis Tohama I	tyrosine recombinase XerC(xerC)
XERC	7278377	Haemophilus parasuis SH0165	site-specific tyrosine recombinase XerC(xerC)
XERC	938003	Bacillus subtilis subsp. subtilis str. 168	tyrosine recombinase XerC(xerC)
XERC	9438900	Amycolatopsis mediterranei U32	phage integrase family protein(xerC)
XERC	4714903	Yersinia enterocolitica subsp. enterocolitica 8081	site-specific tyrosine recombinase XerC(xerC)
XERC	7154206	Escherichia coli IAI39	site-specific tyrosine recombinase XerC(xerC)
XERC	10565113	Gallibacterium anatis UMN179	tyrosine recombinase XerC(xerC)
XERC	3977465	Lactobacillus salivarius UCC118	phage integrase(xerC)
XERC	5858132	Chlamydia trachomatis 434/Bu	tyrosine recombinase XerC(xerC)
XERC	1026940	Shigella flexneri 2a str. 301	site-specific tyrosine recombinase XerC(xerC)
XERC	3089352	Burkholderia mallei ATCC 23344	site-specific tyrosine recombinase XerC(xerC)
XERC	24912039	Enterobacter lignolyticus SCF1	tyrosine recombinase XerC(xerC)
XERC	1190567	Vibrio parahaemolyticus RIMD 2210633	site-specific tyrosine recombinase XerC(xerC)
XERC	6776048	Alteromonas mediterranea DE	tyrosine recombinase XerC(xerC)
XERC	2686180	Geobacter sulfurreducens PCA	site-specific recombinase XerC(xerC)
XERC	14669445	Morganella morganii subsp. morganii KT	site-specific tyrosine recombinase XerC(xerC)
XERC	13917315	Pseudomonas aeruginosa	phage integrase(xerC)
XERC	1117353	Clostridium acetobutylicum ATCC 824	site-specific tyrosine recombinase XerC(xerC)
XERC	3797772	Shigella dysenteriae Sd197	acts on cer sequence of ColE1; effects chromosome segregation at cell division(xerC)
XERC	3191568	Francisella tularensis subsp. tularensis SCHU S4	integrase/recombinase XerC(xerC)
XERC	3976992	Lactobacillus salivarius UCC118	phage integrase(xerC)
XERC	1019984	Corynebacterium glutamicum ATCC 13032	site-specific tyrosine recombinase XerC(xerC)
XERC	1042368	Pseudomonas putida KT2440	tyrosine recombinase XerC(xerC)
XERC	23390682	Serratia marcescens subsp. marcescens Db11	tyrosine recombinase XerC(xerC)
XERC	23234940	Pseudoalteromonas undina DSM 6065	tyrosine recombinase XerC(xerC)
XERC	5401500	Clostridium botulinum A str. Hall	site-specific tyrosine recombinase XerC(xerC)
XERC	1023116	Bifidobacterium longum NCC2705	site-specific tyrosine recombinase XerC(xerC)
XERC	4996035	Aeromonas salmonicida subsp. salmonicida A449	tyrosine recombinase XerC(xerC)
XERC	13700235	Escherichia coli O104:H4 str. 2011C-3493	site-specific tyrosine recombinase XerC(xerC)
